precinct,office,party_detailed,party_simplified,votes,county_name,county_fips,jurisdiction_name,candidate,year,stage,state,special,writein,date
Liberty-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,DEMOCRATIC,DEMOCRAT,104,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Liberty-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,WE THE PEOPLE,OTHER,10,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Liberty-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Liberty-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,0,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,REPUBLICAN,REPUBLICAN,121,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,DEMOCRATIC,DEMOCRAT,61,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,WE THE PEOPLE,OTHER,2,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,0,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,REPUBLICAN,REPUBLICAN,71,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,DEMOCRATIC,DEMOCRAT,39,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,WE THE PEOPLE,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Ohio-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,4,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,REPUBLICAN,REPUBLICAN,401,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,DEMOCRATIC,DEMOCRAT,100,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,WE THE PEOPLE,OTHER,8,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,3,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,REPUBLICAN,REPUBLICAN,210,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,DEMOCRATIC,DEMOCRAT,75,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,WE THE PEOPLE,OTHER,4,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Patoka-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,1,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,REPUBLICAN,REPUBLICAN,99,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,DEMOCRATIC,DEMOCRAT,42,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,WE THE PEOPLE,OTHER,5,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,5,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,REPUBLICAN,REPUBLICAN,210,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,DEMOCRATIC,DEMOCRAT,74,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,WE THE PEOPLE,OTHER,2,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-2,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,2,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,REPUBLICAN,REPUBLICAN,243,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,DEMOCRATIC,DEMOCRAT,58,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-3,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,WE THE PEOPLE,OTHER,2,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Sterling-3,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,1,MOUNTAIN COUNTY,18552,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,REPUBLICAN,REPUBLICAN,145,MOUNTAIN COUNTY,18552,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,DEMOCRATIC,DEMOCRAT,59,MOUNTAIN COUNTY,18552,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Union 1,US PRESIDENT,OTHER,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Union 1,US PRESIDENT,WE THE PEOPLE,OTHER,1,MOUNTAIN COUNTY,18552,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Union 1,US PRESIDENT,INDEPENDENT,OTHER,0,MOUNTAIN COUNTY,18552,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
